orf_id	aa_A	aa_C	aa_D	aa_E	aa_F	aa_G	aa_H	aa_I	aa_K	aa_L	aa_M	aa_N	aa_P	aa_Q	aa_R	aa_S	aa_T	aa_V	aa_W	aa_Y	grp_tiny	grp_small	grp_aliphatic	grp_aromatic	grp_polar	grp_nonpolar	grp_charged	grp_turnforming	phys_mw	phys_charge	phys_hydrophobicity	phys_hydro_ratio	phys_amphipathic	phys_boman	phys_ww	phys_aliphatic_idx	phys_gravy	phys_pi	phys_aromaticity	phys_disorder	dp_LL	dp_KK	dp_KL	dp_LK	dp_AA	dp_GG	dp_RR	dp_VV
contig_2_s+_f2_orf540	0.035714	0.035714	0.035714	0.053571	0.053571	0.071429	0.053571	0.017857	0.017857	0.053571	0.107143	0.071429	0.053571	0.0	0.017857	0.089286	0.089286	0.053571	0.017857	0.071429	0.196429	0.535714	0.160714	0.142857	0.464286	0.464286	0.178571	0.321429	6413.8	0	0.1364	0.3393	0.2488	-0.3607	0.1121	46.96	-0.225	7.0	0.1429	0.3214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018182
contig_1_s-_f1_orf422	0.040816	0.020408	0.030612	0.05102	0.030612	0.061224	0.0	0.061224	0.040816	0.030612	0.071429	0.153061	0.040816	0.020408	0.030612	0.061224	0.112245	0.020408	0.081633	0.040816	0.163265	0.540816	0.153061	0.153061	0.520408	0.438776	0.153061	0.346939	11532.2	-1	0.006	0.3367	0.1826	-0.251	0.0614	45.82	-0.7102	6.95	0.1531	0.3163	0.0	0.0	0.010309	0.0	0.0	0.0	0.0	0.0
contig_6_s-_f0_orf403	0.068966	0.051724	0.043103	0.060345	0.034483	0.051724	0.034483	0.051724	0.043103	0.043103	0.094828	0.008621	0.068966	0.043103	0.008621	0.068966	0.068966	0.051724	0.068966	0.034483	0.189655	0.482759	0.215517	0.137931	0.431034	0.534483	0.189655	0.241379	13422.8	-2	0.1874	0.4138	0.0166	-0.4068	0.1033	58.88	-0.0578	6.91	0.1379	0.4052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s+_f1_orf8	0.048544	0.048544	0.145631	0.038835	0.058252	0.029126	0.097087	0.097087	0.097087	0.038835	0.067961	0.029126	0.009709	0.029126	0.058252	0.019417	0.009709	0.029126	0.048544	0.0	0.097087	0.368932	0.213592	0.106796	0.572816	0.427184	0.436893	0.23301	12605.8	7	-0.125	0.3883	0.2729	-0.2028	0.3306	66.31	-0.6864	7.34	0.1068	0.2718	0.0	0.009804	0.0	0.0	0.0	0.0	0.0	0.0
contig_5_s+_f0_orf243	0.064706	0.070588	0.076471	0.047059	0.035294	0.047059	0.052941	0.047059	0.029412	0.035294	0.041176	0.052941	0.058824	0.070588	0.058824	0.058824	0.035294	0.011765	0.058824	0.047059	0.170588	0.476471	0.158824	0.141176	0.552941	0.4	0.264706	0.294118	20223.4	3	-0.0979	0.2941	0.1436	-0.1171	0.2114	42.0	-0.8471	7.09	0.1412	0.3765	0.0	0.0	0.005917	0.0	0.0	0.0	0.0	0.0
contig_5_s+_f0_orf519	0.057325	0.025478	0.070064	0.082803	0.012739	0.063694	0.044586	0.025478	0.050955	0.031847	0.050955	0.057325	0.019108	0.050955	0.063694	0.063694	0.063694	0.038217	0.063694	0.063694	0.184713	0.458599	0.152866	0.140127	0.573248	0.363057	0.312102	0.273885	18807.5	1	-0.1805	0.2803	0.206	-0.044	0.2673	39.17	-1.1382	7.03	0.1401	0.3885	0.00641	0.0	0.0	0.0	0.00641	0.00641	0.00641	0.0
contig_2_s-_f2_orf185	0.071895	0.03268	0.058824	0.071895	0.039216	0.058824	0.039216	0.052288	0.052288	0.058824	0.052288	0.045752	0.052288	0.065359	0.052288	0.039216	0.039216	0.052288	0.026144	0.039216	0.169935	0.45098	0.235294	0.104575	0.496732	0.464052	0.27451	0.254902	17741.0	2	-0.0418	0.3529	0.2199	-0.1827	0.2742	65.69	-0.5529	7.07	0.1046	0.4118	0.006579	0.013158	0.006579	0.0	0.0	0.0	0.0	0.0
contig_5_s-_f2_orf87	0.061798	0.039326	0.061798	0.05618	0.05618	0.0	0.05618	0.061798	0.08427	0.067416	0.089888	0.016854	0.033708	0.02809	0.08427	0.011236	0.016854	0.073034	0.067416	0.033708	0.073034	0.314607	0.264045	0.157303	0.455056	0.511236	0.342697	0.123596	22433.9	19	-0.022	0.4775	0.0879	-0.4318	0.1651	77.75	-0.2584	7.53	0.1573	0.2753	0.00565	0.00565	0.0	0.0	0.0	0.0	0.016949	0.00565
contig_6_s+_f0_orf405	0.058394	0.051095	0.065693	0.10219	0.080292	0.051095	0.058394	0.058394	0.029197	0.029197	0.051095	0.036496	0.065693	0.051095	0.029197	0.036496	0.029197	0.043796	0.029197	0.043796	0.145985	0.437956	0.189781	0.153285	0.489051	0.467153	0.284672	0.255474	16180.2	-7	0.0499	0.3504	0.2799	-0.222	0.2728	52.7	-0.4723	6.74	0.1533	0.3942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_2_s+_f1_orf469	0.076087	0.054348	0.076087	0.054348	0.065217	0.076087	0.065217	0.065217	0.043478	0.054348	0.043478	0.01087	0.01087	0.097826	0.032609	0.021739	0.054348	0.021739	0.054348	0.021739	0.173913	0.402174	0.217391	0.141304	0.51087	0.467391	0.271739	0.195652	10837.5	1	0.0462	0.3804	0.0154	-0.2546	0.185	60.54	-0.413	7.05	0.1413	0.3804	0.0	0.0	0.010989	0.0	0.0	0.0	0.0	0.0
contig_1_s-_f2_orf532	0.059701	0.074627	0.059701	0.014925	0.074627	0.074627	0.044776	0.014925	0.089552	0.014925	0.044776	0.074627	0.044776	0.074627	0.044776	0.059701	0.059701	0.059701	0.0	0.014925	0.19403	0.567164	0.149254	0.089552	0.597015	0.38806	0.253731	0.313433	7512.0	7	-0.1436	0.2687	0.1006	-0.0281	0.2937	34.93	-0.7254	7.52	0.0896	0.4179	0.0	0.0	0.0	0.015152	0.015152	0.0	0.015152	0.0
contig_5_s+_f1_orf230	0.065217	0.050725	0.108696	0.036232	0.028986	0.086957	0.036232	0.014493	0.036232	0.065217	0.057971	0.072464	0.036232	0.014493	0.021739	0.057971	0.028986	0.065217	0.057971	0.057971	0.210145	0.572464	0.210145	0.144928	0.463768	0.478261	0.23913	0.362319	15784.4	-7	0.0652	0.3551	0.2557	-0.2446	0.1417	56.52	-0.4312	6.75	0.1449	0.3333	0.0	0.0	0.007299	0.014599	0.0	0.0	0.0	0.0
contig_6_s+_f1_orf424	0.050847	0.101695	0.050847	0.050847	0.050847	0.084746	0.016949	0.0	0.033898	0.016949	0.016949	0.033898	0.118644	0.050847	0.050847	0.067797	0.050847	0.016949	0.033898	0.101695	0.20339	0.576271	0.084746	0.186441	0.508475	0.389831	0.20339	0.355932	6810.1	0	-0.0766	0.1864	0.1082	-0.0334	0.1753	16.61	-0.8881	7.0	0.1864	0.4576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_1_s-_f2_orf591	0.025974	0.038961	0.103896	0.051948	0.064935	0.051948	0.090909	0.038961	0.064935	0.038961	0.051948	0.077922	0.025974	0.051948	0.051948	0.025974	0.077922	0.038961	0.0	0.025974	0.103896	0.467532	0.142857	0.090909	0.636364	0.337662	0.363636	0.285714	9095.6	4	-0.2008	0.2597	0.1029	-0.02	0.3886	44.29	-1.0377	7.26	0.0909	0.2987	0.0	0.013158	0.0	0.0	0.0	0.0	0.0	0.0
contig_2_s+_f2_orf234	0.046243	0.052023	0.069364	0.057803	0.023121	0.046243	0.057803	0.028902	0.075145	0.028902	0.034682	0.046243	0.028902	0.069364	0.080925	0.057803	0.040462	0.028902	0.075145	0.052023	0.150289	0.416185	0.132948	0.150289	0.606936	0.34104	0.34104	0.248555	21273.7	15	-0.258	0.2659	0.3872	-0.0279	0.259	35.55	-1.2613	7.43	0.1503	0.3815	0.005814	0.0	0.0	0.0	0.005814	0.005814	0.011628	0.005814
contig_2_s+_f0_orf604	0.053333	0.046667	0.08	0.073333	0.08	0.073333	0.06	0.053333	0.06	0.046667	0.04	0.04	0.046667	0.033333	0.013333	0.026667	0.046667	0.046667	0.053333	0.026667	0.153333	0.46	0.2	0.16	0.48	0.493333	0.286667	0.266667	17584.7	-3	0.0911	0.3733	0.0286	-0.2765	0.1997	57.87	-0.394	6.9	0.16	0.3667	0.0	0.0	0.0	0.0	0.006711	0.006711	0.0	0.0
contig_2_s-_f1_orf625	0.045977	0.103448	0.045977	0.045977	0.022989	0.068966	0.08046	0.057471	0.045977	0.045977	0.057471	0.091954	0.034483	0.068966	0.022989	0.057471	0.045977	0.011494	0.022989	0.022989	0.172414	0.505747	0.16092	0.068966	0.609195	0.367816	0.241379	0.298851	9913.6	5	-0.0528	0.2644	0.2266	-0.1002	0.2861	48.28	-0.6402	7.29	0.069	0.3678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_2_s-_f0_orf392	0.048544	0.048544	0.106796	0.058252	0.07767	0.048544	0.048544	0.038835	0.067961	0.067961	0.029126	0.067961	0.07767	0.048544	0.019417	0.038835	0.009709	0.009709	0.048544	0.038835	0.135922	0.456311	0.165049	0.165049	0.514563	0.446602	0.300971	0.339806	12274.0	-3	-0.0381	0.3204	0.0673	-0.1535	0.2269	49.32	-0.8136	6.85	0.165	0.3883	0.0	0.009804	0.0	0.009804	0.0	0.0	0.0	0.0
contig_1_s+_f2_orf567	0.054054	0.054054	0.054054	0.054054	0.054054	0.027027	0.027027	0.027027	0.054054	0.0	0.054054	0.054054	0.054054	0.054054	0.027027	0.108108	0.054054	0.081081	0.027027	0.081081	0.189189	0.540541	0.162162	0.162162	0.540541	0.378378	0.216216	0.297297	4333.6	0	-0.0238	0.2973	0.0734	-0.1643	0.197	39.46	-0.5784	7.0	0.1622	0.4054	0.0	0.0	0.0	0.0	0.027778	0.0	0.0	0.0
contig_1_s-_f1_orf386	0.06	0.03	0.04	0.07	0.05	0.04	0.03	0.04	0.01	0.05	0.12	0.07	0.06	0.07	0.01	0.05	0.04	0.04	0.02	0.1	0.15	0.43	0.19	0.17	0.42	0.48	0.16	0.26	11888.9	-6	0.137	0.38	0.2079	-0.3681	0.1116	52.7	-0.294	6.7	0.17	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_3_s-_f1_orf418	0.076336	0.038168	0.061069	0.053435	0.038168	0.015267	0.053435	0.061069	0.045802	0.045802	0.068702	0.083969	0.053435	0.030534	0.022901	0.030534	0.068702	0.068702	0.045802	0.038168	0.122137	0.496183	0.251908	0.122137	0.48855	0.473282	0.236641	0.244275	15411.9	1	0.0727	0.4046	0.2	-0.3079	0.1918	69.24	-0.3015	7.04	0.1221	0.3053	0.0	0.0	0.0	0.0	0.007692	0.0	0.0	0.0
contig_2_s-_f2_orf448	0.042373	0.042373	0.067797	0.042373	0.042373	0.076271	0.084746	0.042373	0.042373	0.067797	0.050847	0.084746	0.067797	0.042373	0.050847	0.050847	0.042373	0.016949	0.016949	0.025424	0.169492	0.491525	0.169492	0.084746	0.550847	0.423729	0.288136	0.347458	13558.3	8	-0.0966	0.2797	0.2759	-0.1203	0.2901	52.12	-0.8364	7.34	0.0847	0.3644	0.0	0.0	0.0	0.008547	0.0	0.0	0.008547	0.0
contig_3_s-_f2_orf473	0.0375	0.1125	0.0875	0.0625	0.0375	0.0875	0.025	0.0375	0.0	0.0375	0.075	0.05	0.025	0.0125	0.0125	0.05	0.0625	0.0375	0.125	0.025	0.175	0.55	0.15	0.1875	0.475	0.5	0.1875	0.3	9466.0	-9	0.2049	0.3875	0.3332	-0.3922	0.0126	43.88	-0.1188	6.44	0.1875	0.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012658
contig_2_s-_f2_orf337	0.074074	0.092593	0.055556	0.074074	0.018519	0.018519	0.092593	0.037037	0.018519	0.055556	0.074074	0.074074	0.0	0.037037	0.018519	0.055556	0.074074	0.037037	0.037037	0.055556	0.148148	0.481481	0.203704	0.111111	0.592593	0.351852	0.259259	0.203704	6382.9	0	0.0261	0.3333	0.2264	-0.2006	0.2467	54.26	-0.413	7.0	0.1111	0.2778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_6_s+_f0_orf592	0.064815	0.027778	0.027778	0.046296	0.027778	0.055556	0.055556	0.027778	0.055556	0.018519	0.046296	0.046296	0.064815	0.083333	0.092593	0.055556	0.055556	0.027778	0.074074	0.046296	0.175926	0.425926	0.138889	0.148148	0.546296	0.407407	0.277778	0.25	13110.0	14	-0.2134	0.287	0.201	-0.0887	0.2016	32.59	-1.1963	7.65	0.1481	0.4259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_6_s-_f1_orf119	0.129032	0.032258	0.096774	0.064516	0.129032	0.0	0.032258	0.032258	0.032258	0.0	0.032258	0.032258	0.032258	0.064516	0.064516	0.032258	0.129032	0.032258	0.0	0.032258	0.16129	0.516129	0.193548	0.16129	0.580645	0.387097	0.290323	0.193548	3640.8	-1	-0.0965	0.3548	0.2402	-0.0526	0.2906	34.84	-0.6161	6.84	0.1613	0.3548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s+_f2_orf18	0.0625	0.052083	0.145833	0.09375	0.010417	0.041667	0.125	0.041667	0.052083	0.0625	0.03125	0.020833	0.010417	0.041667	0.145833	0.010417	0.0	0.020833	0.03125	0.0	0.114583	0.364583	0.1875	0.041667	0.6875	0.3125	0.5625	0.229167	11788.4	8	-0.4722	0.2604	0.1515	0.1705	0.5977	52.92	-1.5427	7.42	0.0417	0.3125	0.0	0.010526	0.0	0.0	0.0	0.0	0.010526	0.0
contig_3_s-_f1_orf134	0.032258	0.0	0.032258	0.064516	0.032258	0.032258	0.096774	0.064516	0.064516	0.032258	0.064516	0.064516	0.064516	0.064516	0.032258	0.129032	0.064516	0.064516	0.0	0.0	0.193548	0.483871	0.193548	0.032258	0.612903	0.387097	0.290323	0.322581	3519.8	3	-0.1097	0.2903	0.0789	-0.1168	0.3932	59.68	-0.8065	7.48	0.0323	0.4516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_2_s+_f0_orf614	0.070707	0.030303	0.080808	0.070707	0.070707	0.040404	0.020202	0.010101	0.050505	0.070707	0.080808	0.030303	0.090909	0.020202	0.040404	0.050505	0.040404	0.050505	0.060606	0.020202	0.161616	0.484848	0.20202	0.151515	0.434343	0.545455	0.262626	0.292929	11653.7	-4	0.0535	0.4141	0.3085	-0.3077	0.1728	53.23	-0.3808	6.8	0.1515	0.3939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_1_s+_f1_orf611	0.076336	0.068702	0.038168	0.068702	0.061069	0.038168	0.022901	0.076336	0.030534	0.045802	0.053435	0.038168	0.038168	0.076336	0.030534	0.045802	0.030534	0.053435	0.045802	0.061069	0.160305	0.427481	0.251908	0.167939	0.450382	0.48855	0.19084	0.198473	15515.0	-3	0.1398	0.4122	0.3983	-0.3746	0.1112	70.76	-0.0359	6.89	0.1679	0.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007692
contig_4_s-_f1_orf481	0.014493	0.043478	0.057971	0.101449	0.072464	0.014493	0.043478	0.043478	0.043478	0.043478	0.086957	0.043478	0.043478	0.043478	0.043478	0.043478	0.057971	0.072464	0.072464	0.014493	0.072464	0.391304	0.173913	0.15942	0.521739	0.463768	0.289855	0.202899	8559.5	-2	0.021	0.4058	0.4562	-0.3488	0.2038	56.38	-0.4333	6.86	0.1594	0.3043	0.0	0.014706	0.014706	0.0	0.0	0.0	0.0	0.014706
contig_5_s-_f1_orf344	0.0	0.12766	0.12766	0.06383	0.06383	0.021277	0.06383	0.042553	0.085106	0.021277	0.042553	0.042553	0.06383	0.021277	0.06383	0.042553	0.085106	0.0	0.021277	0.0	0.06383	0.510638	0.06383	0.085106	0.723404	0.276596	0.404255	0.297872	5620.1	1	-0.2834	0.1915	0.1014	0.0891	0.444	24.89	-1.0894	7.11	0.0851	0.2979	0.0	0.021739	0.0	0.0	0.0	0.0	0.0	0.0
contig_1_s-_f2_orf482	0.066667	0.0	0.066667	0.0	0.033333	0.1	0.1	0.0	0.066667	0.066667	0.066667	0.1	0.0	0.033333	0.033333	0.133333	0.0	0.0	0.033333	0.1	0.3	0.466667	0.133333	0.166667	0.533333	0.366667	0.266667	0.4	3515.6	4	-0.1193	0.2667	0.1385	-0.1323	0.116	32.67	-1.1433	7.67	0.1667	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_1_s+_f1_orf574	0.022222	0.044444	0.022222	0.066667	0.066667	0.044444	0.066667	0.066667	0.022222	0.022222	0.044444	0.022222	0.177778	0.088889	0.022222	0.088889	0.022222	0.044444	0.0	0.044444	0.155556	0.488889	0.155556	0.111111	0.466667	0.488889	0.2	0.355556	5141.5	1	0.0567	0.2667	0.084	-0.2231	0.2791	49.78	-0.5533	7.11	0.1111	0.5111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s-_f2_orf575	0.047619	0.103175	0.055556	0.031746	0.031746	0.095238	0.055556	0.063492	0.02381	0.055556	0.071429	0.047619	0.047619	0.055556	0.015873	0.063492	0.031746	0.039683	0.031746	0.031746	0.206349	0.531746	0.206349	0.095238	0.484127	0.484127	0.18254	0.309524	14073.2	1	0.1487	0.3413	0.4187	-0.321	0.1535	62.7	-0.0341	7.04	0.0952	0.3651	0.008	0.0	0.0	0.008	0.0	0.0	0.0	0.0
contig_5_s+_f1_orf281	0.051282	0.064103	0.051282	0.051282	0.051282	0.076923	0.051282	0.076923	0.038462	0.038462	0.064103	0.025641	0.064103	0.115385	0.025641	0.012821	0.051282	0.076923	0.012821	0.0	0.141026	0.474359	0.24359	0.064103	0.487179	0.512821	0.217949	0.230769	8784.6	1	0.0873	0.3718	0.2361	-0.2731	0.2786	72.44	-0.1397	7.06	0.0641	0.4103	0.0	0.0	0.0	0.012987	0.0	0.0	0.0	0.0
contig_2_s-_f1_orf618	0.066225	0.046358	0.072848	0.066225	0.05298	0.033113	0.033113	0.033113	0.086093	0.039735	0.059603	0.039735	0.066225	0.02649	0.02649	0.033113	0.05298	0.05298	0.039735	0.072848	0.13245	0.463576	0.192053	0.165563	0.483444	0.443709	0.284768	0.245033	17989.6	1	-0.0104	0.3444	0.1438	-0.2071	0.2138	50.4	-0.5735	7.03	0.1656	0.3775	0.006667	0.0	0.006667	0.0	0.0	0.0	0.006667	0.006667
contig_5_s-_f1_orf512	0.066667	0.033333	0.066667	0.066667	0.033333	0.033333	0.066667	0.0	0.066667	0.133333	0.133333	0.033333	0.033333	0.033333	0.0	0.0	0.1	0.066667	0.0	0.033333	0.1	0.433333	0.266667	0.066667	0.466667	0.5	0.266667	0.166667	3467.9	0	0.1227	0.4333	0.0866	-0.3707	0.259	78.0	-0.0167	7.0	0.0667	0.3	0.068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_6_s+_f0_orf282	0.071429	0.089286	0.035714	0.035714	0.017857	0.071429	0.035714	0.035714	0.017857	0.017857	0.053571	0.053571	0.035714	0.071429	0.035714	0.071429	0.089286	0.035714	0.089286	0.035714	0.214286	0.553571	0.160714	0.142857	0.535714	0.428571	0.160714	0.267857	6487.9	1	0.0429	0.3214	0.2258	-0.2205	0.0832	38.39	-0.4821	7.09	0.1429	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_3_s-_f1_orf187	0.081081	0.027027	0.081081	0.0	0.054054	0.0	0.054054	0.027027	0.054054	0.081081	0.108108	0.081081	0.027027	0.054054	0.0	0.027027	0.027027	0.054054	0.081081	0.081081	0.108108	0.405405	0.243243	0.216216	0.405405	0.513514	0.189189	0.216216	4612.2	1	0.1722	0.4865	0.049	-0.5232	-0.0519	65.95	-0.1757	7.14	0.2162	0.2432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_1_s-_f2_orf500	0.032	0.04	0.056	0.072	0.064	0.024	0.016	0.056	0.04	0.072	0.04	0.04	0.048	0.048	0.04	0.048	0.072	0.072	0.064	0.056	0.104	0.432	0.232	0.184	0.472	0.472	0.224	0.216	15174.6	-4	0.0927	0.4	0.2939	-0.3966	0.0943	74.0	-0.208	6.84	0.184	0.312	0.0	0.0	0.008065	0.0	0.0	0.008065	0.0	0.008065
contig_6_s+_f0_orf352	0.040984	0.057377	0.057377	0.057377	0.032787	0.065574	0.02459	0.081967	0.02459	0.081967	0.065574	0.04918	0.04918	0.057377	0.065574	0.032787	0.016393	0.057377	0.04918	0.032787	0.139344	0.42623	0.262295	0.114754	0.442623	0.52459	0.229508	0.254098	14385.8	0	0.0702	0.4098	0.2879	-0.3913	0.1503	84.67	-0.1189	7.0	0.1148	0.3279	0.008264	0.0	0.0	0.008264	0.0	0.008264	0.0	0.0
